trail_name,trail_type,distance(miles),high_point(feet),elevation_gain(feet),difficulty,seasons,family_friendly,backpackable,crowded,latitude,longitude
Timber Lake Trail,out-and-back,2.7,,269.0,Moderate,,,,,44.81095,-121.79459
Timber Linn Park Trail,out-and-back,1.4,,9.0,Easy,,,,,44.6411,-123.05576
Timber Riders Trail Loop,loop,2.9,,383.0,Moderate,,,,,42.40792,-123.32407
Timberline Lodge to Zig Zag Canyon,out-and-back,4.6,,915.0,Moderate,,,,,45.33082,-121.70957
Timberline Trail Around Mount Hood From Cloud Cap Inn,loop,41.6,,10725.0,Hard,,,,,45.33111,-121.71014
Timberline Trail Loop via Top Spur Trail,loop,2.1,,702.0,Moderate,,,,,45.40808,-121.78582
Timberline Trail: Timberline Lodge to Ramona Falls,out-and-back,28.6,,5351.0,Hard,,,,,45.33085,-121.70795
Timberline to Town Trail to Rhododendron,out-and-back,13.8,,196.0,Moderate,,,,,45.33082,-121.71146
Timberline to White River Glacier Loop,loop,4.3,,2312.0,Hard,,,,,45.3316,-121.70737
"Timberline, Cooper Spur and Tilly Jane Trail",out-and-back,7.3,,3126.0,Hard,,,,,45.40237,-121.65498
Timerline East Leg Trail ,out-and-back,4.7,,702.0,Moderate,,,,,45.28756,-121.72817
Timothy Lake Loop,loop,15.0,,984.0,Moderate,,,,,45.114,-121.80654
Tipsoo Peak Trail,out-and-back,6.5,,1473.0,Hard,,,,,43.22374,-122.06743
Tire Mountain Trail,out-and-back,7.5,,1341.0,Moderate,,,,,43.83729,-122.48328
Todd Lake Loop Trail,loop,1.7,,78.0,Easy,,,,,44.02335,-121.68222
Toketee Falls,out-and-back,0.8,,111.0,Easy,,,,,43.26403,-122.42751
Toketee Lake Trail,out-and-back,1.1,,85.0,Easy,,,,,43.27221,-122.40618
Tom McCall Point Trail,out-and-back,4.2,,1210.0,Moderate,,,,,45.68272,-121.29988
"Tom, Dick and Harry Mountain Trail",out-and-back,9.0,,1709.0,Moderate,,,,,45.30262,-121.77621
Tombstone Prairie Nature Trail,loop,1.0,,127.0,Easy,,,,,44.39518,-122.14076
Tomlike Mountain Hike,loop,6.8,4555.0,1565.0,Moderate,Summer into Fall,"Yes, for older kids",No,No,,
Top Spur Trail,out-and-back,0.9,,370.0,Moderate,,,,,45.40777,-121.78588
Topsy to Klamath River (Frain Ranch),loop,9.0,,1082.0,Moderate,,,,,42.02088,-122.07393
Tower Trail Loop,loop,3.0,,564.0,Moderate,,,,,44.63673,-123.29549
Towhee Trail,out-and-back,2.9,,649.0,Easy,,,,,45.49894,-122.69447
Tracy Hill Loop Hike,loop,6.1,1840.0,1715.0,Moderate,Year round; spring is best,Yes,No,No,,
Trail #1 Loop,loop,1.7,,462.0,Easy,,,,,44.00761,-122.9811
Trail of Ten Falls,loop,7.6,,1194.0,Moderate,,,,,44.87698,-122.65468
Trapper Creek to Diamond View Lake,out-and-back,11.6,,1085.0,Moderate,,,,,43.57976,-122.04184
Trapper Lake via Cherry Creek Trail,out-and-back,11.6,,1486.0,Hard,,,,,42.58908,-122.11645
Trappist Abbey Logging Road Forest Loop [PRIVATE PROPERTY],loop,5.2,,974.0,Moderate,,,,,45.28126,-123.09009
Trask River: Fish Hatchery to Upper Peninsula Boat Ramp,out-and-back,7.4,,22.0,Moderate,,,,,45.41538,-123.60233
Trestle Creek Falls Loop,loop,3.7,,1269.0,Moderate,,,,,43.64194,-122.65843
Triangulation Peak and Boca Cave Trail,out-and-back,4.6,,1076.0,Moderate,,,,,44.72155,-121.94872
Triangulation Peak to Jefferson Park Loop [CLOSED],loop,24.3,,5541.0,Moderate,,,,,44.72143,-121.9487
Triangulation Trail to Whitewater Trail and Rock Lake,out-and-back,19.0,,4416.0,Hard,,,,,44.72128,-121.9487
Trillium Lake Loop Trail,loop,1.9,,26.0,Easy,,,,,45.26807,-121.73867
Trillium Trail,out-and-back,1.1,,68.0,Easy,,,,,45.38067,-122.62772
Triple C Trail to Gales Creek Trail Loop,loop,2.1,,219.0,Easy,,,,,45.70698,-123.33801
Triple Falls Hike,out-and-back,3.6,650.0,680.0,Moderate,Year round except during winter storms,Yes: but there are steep drop-offs,No,Yes,,
Triple Falls Trail [CLOSED],out-and-back,3.3,,951.0,Moderate,,,,,45.58823,-122.07987
Trojan Park Loop ,loop,1.6,,19.0,Easy,,,,,46.03522,-122.8871
Trolley Trail from Gladstone,out-and-back,11.0,,351.0,Easy,,,,,45.38403,-122.59743
Trolley Trail via Milwaukie,out-and-back,5.5,,164.0,Easy,,,,,45.44527,-122.64295
Trout Creek Trail,out-and-back,6.4,,2260.0,Hard,,,,,44.3986,-122.34726
Tryon Creek Triple Bridge Loop,loop,3.5,,541.0,Easy,,,,,45.44183,-122.67571
Tualatin Hills Nature Park Loop Trail,loop,3.4,,91.0,Easy,,,,,45.49833,-122.83962
Tualatin River Refuge River Trail,out-and-back,1.8,,39.0,Easy,,,,,45.38215,-122.83127
Tualatin River Refuge Seasonal Trail Loop,loop,3.1,,39.0,Easy,,,,,45.38224,-122.8312
Tualatin River Trail,out-and-back,4.8,,114.0,Easy,,,,,45.38554,-122.76045
Tumala Mountain: East Trail,out-and-back,4.1,,1384.0,Moderate,,,,,45.23133,-122.01047
Tumalo Creek Falls via North Fork Trail #24.2,out-and-back,5.1,,964.0,Moderate,,,,,44.03206,-121.56668
Tumalo Creek Loop Trail,loop,4.9,,291.0,Moderate,,,,,44.08242,-121.37808
Tumalo Creek Trail,out-and-back,5.7,,305.0,Easy,,,,,44.08291,-121.37789
Tumalo Falls Loop,loop,7.0,,1220.0,Moderate,,,,,44.032,-121.5664
Tumalo Falls and Double Falls,out-and-back,2.0,,321.0,Easy,,,,,44.03169,-121.56615
Tumalo Falls via Tumalo Creek Trail,loop,5.6,,314.0,Moderate,,,,,44.03178,-121.51542
Tumalo Mountain Trail,out-and-back,3.8,,1407.0,Moderate,,,,,44.00079,-121.66388
Tumalo Peak Winter Route,out-and-back,2.6,,1420.0,Easy,,,,,44.0004,-121.66404
Tumble Lake Trail,out-and-back,3.3,,994.0,Hard,,,,,44.75533,-122.22483
Tumble Ridge Trail #3380,out-and-back,10.2,,3175.0,Hard,,,,,44.7225,-122.18776
Tumulus Trail and Dry River Trail Loop,loop,14.7,,370.0,Moderate,,,,,44.06172,-120.98765
"Tumulus, Basalt, and Black Lava Trail Loop",loop,7.0,,246.0,Moderate,,,,,44.04607,-121.03812
Tunnel Ridge Trail,out-and-back,1.7,,547.0,Easy,,,,,42.15842,-122.90336
Tunnel Trail to Wildwood Trail,out-and-back,1.8,,551.0,Easy,,,,,45.53031,-122.71714
Turtle Trail,loop,0.9,,6.0,Easy,,,,,43.94161,-122.83806
Twin Buttes Trail,out-and-back,2.3,,1148.0,Moderate,,,,,44.32544,-122.2595
Twin Lake South (Lower Twin Lake),out-and-back,3.9,,652.0,Moderate,,,,,45.2297,-121.69961
Twin Lake South via Twin Lakes Trail,out-and-back,4.1,,669.0,Easy,,,,,45.2292,-121.6997
Twin Lakes Loop,loop,4.5,,351.0,Easy,,,,,43.71472,-121.77104
Twin Lakes Trail,loop,7.0,,1053.0,Moderate,,,,,45.22974,-121.69952
Twin Lakes and Palmateer Point Loop Hike,loop,9.6,,1768.0,Moderate,,,,,45.22916,-121.69963
Twin Lakes via Battle Ax Mountain and Bagby Trails Loop,loop,13.1,,3353.0,Hard,,,,,44.8252,-122.12466
Twin Peaks Trail,out-and-back,6.5,,1650.0,Hard,,,,,43.68294,-122.01639
Twin Pillars Trail,out-and-back,10.5,,2299.0,Moderate,,,,,44.43954,-120.58027
Twin Ponds Trail to Summit Lake,out-and-back,5.5,,905.0,Moderate,,,,,42.48871,-122.32743
Twin Tunnels East Side via Historic Columbia River Highway,out-and-back,3.7,,452.0,Easy,,,,,45.68029,-121.4089
Tygh Creek Trail,out-and-back,12.5,,3326.0,Hard,,,,,45.31107,-121.37149
Umbrella Falls Trail,loop,3.9,,830.0,Moderate,,,,,45.32241,-121.63373
Umbrella Falls and Sahalie Falls,out-and-back,3.4,,666.0,Moderate,,,,,45.33019,-121.66217
Umpqua Dunes Scenic Area Loop,loop,1.7,,147.0,Easy,,,,,43.58406,-124.18505
Umpqua Hot Springs Trail,out-and-back,0.6,,206.0,Moderate,,,,,43.29336,-122.365
Union Creek Trail 1035,out-and-back,7.8,,485.0,Moderate,,,,,42.90698,-122.44486
Union Peak Trail ,out-and-back,9.6,,1683.0,Moderate,,,,,42.8711,-122.18044
University Falls Trail,out-and-back,0.6,,183.0,Easy,,,,,45.59852,-123.39258
Upper Chush Falls via Whychus Creek Falls Trail,out-and-back,5.8,,800.0,Easy,,,,,44.17757,-121.66699
Upper Leslie Gulch Trail,out-and-back,4.1,,659.0,Easy,,,,,43.29438,-117.25086
Upper Marquam Hill Trail,out-and-back,1.9,,469.0,Easy,,,,,45.49936,-122.69368
Upper McCord Creek Falls Hike,out-and-back,1.9,540.0,445.0,Easy,Year-round except during winter storms,Yes,No,Yes,,
Upper Miller Bar Trail,loop,1.1,,229.0,Easy,,,,,42.14097,-124.17367
Upper North Falls,out-and-back,0.6,,62.0,Easy,,,,,44.88456,-122.62043
Upper Rogue River Trail and Rogue Gorge Trail,out-and-back,41.1,,2693.0,Moderate,,,,,43.09104,-122.22127
Upper Rogue River Trail: Natural Bridge to Big Bend,out-and-back,6.7,,147.0,Moderate,,,,,42.88846,-122.46464
Upper Shotgun Creek Trail,loop,2.3,,255.0,Easy,,,,,44.22986,-122.84543
Upper Table Rock Trail,loop,3.3,,761.0,Moderate,,,,,42.46618,-122.88167
Upper Wilson River Trail,out-and-back,6.4,,1125.0,Moderate,,,,,45.61022,-123.46665
Uproute Extendo Loop,loop,4.0,,649.0,Moderate,,,,,44.6041,-123.33246
Valley of the Giants Trail,loop,1.4,,396.0,Easy,,,,,44.93633,-123.71562
Van Patten Lake ,out-and-back,2.8,,974.0,Moderate,,,,,44.96578,-118.18397
Varney Creek Trail to Lake Como,out-and-back,9.6,,1620.0,Hard,,,,,42.399,-122.10205
Varney Creek Trail to Lake Harriette,out-and-back,11.7,,2178.0,Moderate,,,,,42.39925,-122.10257
Veda Lake Trail,out-and-back,3.0,,748.0,Moderate,,,,,45.248,-121.7879
"Viento Creek, Historic Columbia River Highway, and Mount Defiance Trail",out-and-back,4.7,,439.0,Easy,,,,,45.69617,-121.66846
Viento State Park Hike,out-and-back,5.8,325.0,490.0,Moderate,All year,Yes,No,Yes,,
Vietnam Veterans Memorial and the World Forestry Center,loop,0.3,,6.0,Easy,,,,,45.51254,-122.71697
Viewpoint Mike Trail,out-and-back,6.7,,1174.0,Hard,,,,,42.65555,-122.69045
Vine Maple and Old Wagon Loop,loop,1.7,,42.0,Easy,,,,,45.49788,-122.83889
"Vine Maple, Big Fir, Elliot, Cougar, Ash and Serviceberry Loop",loop,1.9,,52.0,Easy,,,,,45.49822,-122.83908
"Vine Maple, Elliot, Big Fir, Serviceberry, Ash and Cougar Loop",loop,2.5,,82.0,Easy,,,,,45.49836,-122.83948
Vineyard Mountain Loop,loop,3.4,,534.0,Moderate,,,,,44.63686,-123.29591
Virginia Meissner,loop,3.3,,387.0,Easy,,,,,43.98473,-121.52598
Vista Butte Trail,out-and-back,4.3,,725.0,Easy,,,,,43.9825,-121.62092
Vista Ridge Trail to Cairn Basin,loop,7.6,,1781.0,Hard,,,,,45.44296,-121.72903
Vivian Lake,out-and-back,7.3,,1735.0,Moderate,,,,,43.61122,-122.12747
"Vortex, Maple Ridge, and Riverbed Trails",loop,4.3,,351.0,Moderate,,,,,45.30626,-122.36651
Vulcan Peak Trail,out-and-back,2.5,,839.0,Moderate,,,,,42.18234,-123.99809
Wagner Butte Trail ,out-and-back,9.4,,2352.0,Hard,,,,,42.11414,-122.80071
Wagner Gulch Trail,out-and-back,11.3,,3280.0,Hard,,,,,44.93427,-118.54707
Wagon Loop,loop,0.3,,19.0,Easy,,,,,44.8134,-117.7285
Wahclella Falls Hike,out-and-back,2.4,335.0,320.0,Easy,Year round,Yes,No,Yes,,
Wahclella Falls Trail,out-and-back,1.9,,223.0,Easy,,,,,45.63151,-121.95365
Wahkeena Falls Hike,out-and-back,,645.0,565.0,Moderate,All year,Yes,No,Yes,,
Wahkeena Falls Loop Trail ,loop,4.6,,1535.0,Moderate,,,,,45.5774,-122.11703
Wahkeena Falls Trail,out-and-back,3.1,,915.0,Moderate,,,,,45.57736,-122.11962
Wahkeena Falls to Devils Rest and Angels Rest Loop,loop,8.3,,2814.0,Hard,,,,,45.57532,-122.12796
"Wahkeena Falls, Wahkena, Larch Mountain and Multnomah Falls Loop",loop,6.2,,1958.0,Moderate,,,,,45.57549,-122.12806
Wahkeena Spring,out-and-back,2.6,,1240.0,Moderate,,,,,45.57516,-122.12796
Wahkena Trail Loop to Devil's Rest ,loop,5.7,,2358.0,Hard,,,,,45.57539,-122.12794
Wahtum Lake to Tomlike Mountain,loop,7.5,,1620.0,Hard,,,,,45.57737,-121.79264
Waldo Lake Trail,loop,19.2,,1381.0,Hard,,,,,43.76043,-122.00582
"Walker Trail, Outback Loop Trail, Timber Riders Trail, and Zed's Trail Loop",loop,4.4,,892.0,Moderate,,,,,42.39681,-123.32231
Wall Creek (Meditation Pool) Warm Springs,out-and-back,0.7,,127.0,Easy,,,,,43.80304,-122.31045
Wallowa Lake East Moraine Trail [PRIVATE PROPERTY],out-and-back,6.5,,879.0,Moderate,,,,,45.33788,-117.22397
Wallowa Lake State Recreation Area Loop,loop,3.8,,1049.0,Moderate,,,,,45.28455,-117.21438
Wallowa River,out-and-back,0.4,,13.0,Easy,,,,,45.57011,-117.5236
Wallowa River Loop Trail,loop,24.7,,4573.0,Hard,,,,,45.26699,-117.21298
Wallowa River and Grande Ronde River: Minam to Troy,out-and-back,39.6,,374.0,Moderate,,,,,45.62168,-117.72158
Wallowa Tramway Summit Trails,loop,1.1,,196.0,Easy,,,,,45.26281,-117.17983
Walterville Pond Loop,loop,1.3,,16.0,Easy,,,,,44.06873,-122.80608
Wapato Loop Trail,loop,2.3,,55.0,Easy,,,,,45.66022,-122.8386
"Warbler, Flicker and Towhee Trail",out-and-back,2.4,,521.0,Easy,,,,,45.4917,-122.69534
Warm Springs Falls Trail,out-and-back,0.6,,65.0,Easy,,,,,43.35801,-122.24054
Warner Valley Jeep Trail,out-and-back,5.3,,593.0,Moderate,,,,,42.5022,-119.68629
Warren Lake to Mount Defiance Hike,loop,4.7,4959.0,1340.0,Moderate,Summer into fall,"Yes, for older kids",Yes,No,,
Warrior Rock Lighthouse Trail,out-and-back,6.0,,42.0,Easy,,,,,45.8086,-122.79835
Wasco Lake Trail,out-and-back,4.5,,465.0,Moderate,,,,,44.49179,-121.79491
Washington Backcountry Discovery Route,loop,1073.5,,122775.0,Moderate,,,,,45.66217,-121.89812
Washington Park Loop,loop,3.2,,393.0,Easy,,,,,45.51254,-122.71685
Washington Park to Council Crest Trail,out-and-back,1.7,,416.0,Moderate,,,,,45.5114,-122.71729
Waterfront Bike Path to Kelly Point Park,out-and-back,12.7,,393.0,Moderate,,,,,45.52647,-122.67037
Waterfront Bike Path to Springwater Corridor Path,out-and-back,23.9,,718.0,Moderate,,,,,45.51535,-122.67331
Waterline Trail,out-and-back,3.3,,843.0,Moderate,,,,,45.58843,-122.77846
Waters Creek Intrepretive Trail,loop,3.2,,367.0,Easy,,,,,42.39119,-123.55526
Watson Cemetery and Hattie Harrell Ranch OHV Trail,out-and-back,62.0,,4274.0,Hard,,,,,43.09159,-117.21137
Watson Falls,loop,0.6,,524.0,Moderate,,,,,43.24559,-122.39143
Wauna Viewpoint Trail [CLOSED],out-and-back,3.2,,1017.0,Moderate,,,,,45.63982,-121.9238
Wauna Viewpoint from Eagle Creek Hike,out-and-back,3.4,1080.0,1030.0,Moderate,Year round,Yes,No,No,,
Waxmyrtle Trail,loop,3.4,,59.0,Easy,,,,,43.87667,-124.14339
Welcome Lakes Trail,loop,13.2,,3667.0,Hard,,,,,44.89765,-122.00706
Wenaha River Trail,out-and-back,29.9,,5265.0,Moderate,,,,,45.94739,-117.45415
West Eagle Trail 1934,out-and-back,11.7,,2467.0,Hard,,,,,45.07976,-117.47687
West Fork Trail to Lakes Basin Trail to Trail 1810A Loop,loop,24.1,,3667.0,Hard,,,,,45.26705,-117.2131
"West Fork, Lakes Basin and Hurricane Creek Trail",out-and-back,20.6,,3143.0,Moderate,,,,,45.26413,-117.2188
West Metolius Loop from Camp Sherman,loop,2.2,,55.0,Easy,,,,,44.4601,-121.64333
West Metolius River Trail,out-and-back,7.3,,272.0,Easy,,,,,44.50098,-121.64057
West Side Tire Mountain Trail,out-and-back,8.3,,1896.0,Moderate,,,,,43.8422,-122.56182
West Zigzag Mountain Trail,out-and-back,14.0,,5177.0,Hard,,,,,45.34593,-121.93116
Westmoreland Park,loop,1.1,,13.0,Easy,,,,,45.47362,-122.64146
Westside Trails Loop,loop,2.3,,311.0,Moderate,,,,,42.15801,-123.67638
Wetland Park Loop,loop,0.9,,32.0,Easy,,,,,45.45061,-122.51454
Whalen Island Trail,loop,1.4,,62.0,Easy,,,,,45.27347,-123.95026
Whetstone Peak to Opal Creek Loop,loop,15.8,,4058.0,Moderate,,,,,44.85977,-122.2664
Whetstone Trail,out-and-back,3.9,,1420.0,Moderate,,,,,44.87538,-122.20254
Whetstone and Opal Creek to Bagby Hot Springs,loop,29.6,,7388.0,Hard,,,,,44.86025,-122.2641
Whiskey Peak Trail,out-and-back,1.0,,580.0,Moderate,,,,,42.02198,-123.25441
Whiskey Run: The Snag MTB Trail,loop,0.7,,49.0,Easy,,,,,43.21415,-124.35466
Whispering Spruce Trail,loop,0.5,,262.0,Easy,,,,,44.28695,-124.10864
Whispering Spruce Trail from Yachats via Amanda's Trail,out-and-back,6.7,,1417.0,Moderate,,,,,44.30426,-124.1075
Whistle Punk to Springboard Loop,loop,8.7,,1640.0,Moderate,,,,,44.32068,-123.49145
Whistler's Bend Park Loop,loop,1.3,,154.0,Easy,,,,,43.31233,-123.22039
Whitaker Ponds Nature Park,loop,0.6,,3.0,Easy,,,,,45.57429,-122.61315
"White Pine, Wildwood, Mac and Walnut Trail Loop",loop,5.1,,738.0,Moderate,,,,,45.51068,-122.71777
White Rabbit Trail,out-and-back,4.4,,1141.0,Moderate,,,,,42.17243,-122.68134
White River Falls,out-and-back,0.7,,141.0,Moderate,,,,,45.24306,-121.09682
White River Trail,out-and-back,3.4,,688.0,Moderate,,,,,45.30398,-121.67424
White Rock Road Trail,out-and-back,10.0,,2529.0,Moderate,,,,,43.08539,-123.02188
Whittaker Creek Ridge Trail,loop,3.1,,843.0,Easy,,,,,43.98548,-123.66215
Whychus Creek Overlook,loop,0.9,,59.0,Easy,,,,,44.22262,-121.57641
Whychus Rim and Creek Loop,loop,4.7,,505.0,Easy,,,,,44.33692,-121.45305
Wickiup Plain Loop Trail,loop,5.7,,1266.0,Moderate,,,,,44.03512,-121.76559
"Wild Cherry, Wildwood, Alder, Dogwood Loop via Leif Erikson Drive",loop,5.7,,921.0,Moderate,,,,,45.53956,-122.7247
Wild Iris Ridge Loop from Summit Sky Boulevard,loop,1.6,,252.0,Easy,,,,,44.01977,-123.15348
Wild Iris Ridge from Bailey Hill Road,out-and-back,3.2,,616.0,Moderate,,,,,44.02982,-123.16433
Wild Rose Trail,out-and-back,1.3,,367.0,Moderate,,,,,43.35249,-122.54891
Wild Times in the City: Oregon Zoo,loop,0.7,,26.0,Moderate,,,,,45.50756,-122.71674
Wildcat Mountain Trail #781F via Douglas Trail #781,out-and-back,4.7,,994.0,Moderate,,,,,45.30369,-122.06627
Wilderness Park North Loop,loop,0.6,,82.0,Moderate,,,,,45.36402,-122.62299
Wildhorse Lake Trail from Steens Summit Road,out-and-back,2.5,,1059.0,Moderate,,,,,42.64137,-118.57985
"Wildhorse Trail, Orchard Loop, Pioneer Orchard, Cedar Grove, Elderberry, Old Holgate Trail",loop,4.1,,554.0,Moderate,,,,,45.49035,-122.49724
Wildwood Falls,loop,0.1,,0.0,Easy,,,,,43.69999,-122.81842
Wildwood Loop Trail,loop,3.7,,416.0,Easy,,,,,45.57452,-122.78847
Wildwood Trail,out-and-back,29.6,,2772.0,Hard,,,,,45.51272,-122.71659
Wildwood Trail - Newberry Rd to Germantown Rd,out-and-back,10.3,,1095.0,Moderate,,,,,45.60558,-122.82353
Wildwood Trail and Leif Erickson Drive Trail Loop,loop,4.3,,479.0,Moderate,,,,,45.58895,-122.79001
Wildwood Trail and Lower Macleay Trail Loop,loop,3.2,,551.0,Easy,,,,,45.52728,-122.72732
Wildwood Trail from Macleay Park,out-and-back,10.4,,1017.0,Easy,,,,,45.52709,-122.72851
Wildwood Trail to NW Firelane Road Loop,loop,7.0,,928.0,Moderate,,,,,45.58791,-122.79371
Wildwood Trail to Nature Trail,out-and-back,6.0,,662.0,Moderate,,,,,45.54038,-122.73689
Wildwood Trail to Northwest Newton Road,out-and-back,3.2,,433.0,Easy,,,,,45.58848,-122.79294
Wildwood Trail via Newberry Road Trailhead,out-and-back,4.5,,728.0,Moderate,,,,,45.60556,-122.82345
Wildwood and NW Leif Erikson Loop via Water Line Trail,loop,3.9,,879.0,Easy,,,,,45.5884,-122.77855
Wildwood and Northwest Firelane 7 Road Loop,loop,2.3,,291.0,Easy,,,,,45.57452,-122.78902
Wildwood and Redwood Trail Loop,loop,2.4,,406.0,Easy,,,,,45.5152,-122.71602
Wildwood and Ridge Trail Loop,loop,2.9,,374.0,Easy,,,,,45.57455,-122.78838
"Wildwood, Chestnut, Nature Trail Loop",loop,3.4,,557.0,Moderate,,,,,45.54799,-122.745
"Wildwood, Maple, Firelane, Nature Loop",loop,5.4,,1017.0,Moderate,,,,,45.54836,-122.74504
"Wildwood, NW Leif Erikson and Alder Loop",loop,3.0,,413.0,Moderate,,,,,45.5384,-122.73418
"Wildwood, Northwest Leif Erikson Drive and Hardesty Trail Loop",loop,7.0,,751.0,Moderate,,,,,45.57453,-122.78847
Willamette Falls Kayak,out-and-back,2.1,,3.0,Easy,,,,,45.36332,-122.60284
Willamette Mission Trail,loop,4.2,,68.0,Easy,,,,,45.08979,-123.04387
Willamette River Path,out-and-back,2.6,,42.0,Easy,,,,,44.55133,-123.25168
Willamette River: Buena Vista to Independence,out-and-back,12.4,,22.0,Moderate,,,,,44.7686,-123.14749
Willamette River: Independence to Salem,out-and-back,11.3,,82.0,Easy,,,,,44.8628,-123.17596
Willamette River: Salem to Independence,out-and-back,11.9,,13.0,Easy,,,,,44.85271,-123.18184
Willamette Riverside Trail,loop,0.9,,118.0,Easy,,,,,45.38095,-122.62794
William L. Finley National Wildlife Refuge Mega Loop,loop,8.3,,515.0,Moderate,,,,,44.41244,-123.33151
William Stafford Pathway,out-and-back,0.8,,29.0,Easy,,,,,45.41052,-122.66078
Williamson River,out-and-back,4.1,,88.0,Moderate,,,,,42.64239,-121.8737
Willow Creek Hot Springs,out-and-back,5.1,,111.0,Easy,,,,,42.31108,-118.26251
Willow Creek Trail No. 3063 and Bald Mt Trail No. 3058,loop,7.4,,1673.0,Moderate,,,,,45.18705,-119.32354
Wilshire Park Loop,loop,0.9,,9.0,Easy,,,,,45.5537,-122.62969
Wilson River Trail,out-and-back,4.9,,544.0,Moderate,,,,,45.56244,-123.58572
Wilson River Trail - Footbridge Trailhead Westward toward Keenig Creek,out-and-back,9.0,,2227.0,Moderate,,,,,45.56268,-123.58516
Winchuck Mouth and North Beach,out-and-back,3.1,,91.0,Moderate,,,,,42.00613,-124.21316
Wind Mountain Hike,out-and-back,2.9,1907.0,1185.0,Moderate,Year round,Yes,No,No,,
Windy Lakes Trail,out-and-back,10.0,,764.0,Hard,,,,,43.46682,-122.11237
Winopee Lake Trail,out-and-back,13.4,,741.0,Hard,,,,,43.84055,-121.83386
Winter Falls and Upper North Falls via Rim Trail,out-and-back,5.3,,672.0,Moderate,,,,,44.8774,-122.65467
Witham Hill Natural Area Uphill Loop,loop,1.0,,170.0,Easy,,,,,44.57945,-123.29762
Wizard Island Trail,loop,2.3,,751.0,Moderate,,,,,42.93439,-122.1503
Woahink Lakeside Trail,out-and-back,1.8,,160.0,Easy,,,,,43.92788,-124.10682
Wolf Creek Falls Trail,out-and-back,2.3,,206.0,Easy,,,,,43.23359,-122.95076
Wolf Creek Trestle via Salmonberry Trail [CLOSED / PRIVATE PROPERTY],out-and-back,7.8,,1036.0,Moderate,,,,,45.70484,-123.41099
Wolf Tree Trail,out-and-back,2.2,,255.0,Easy,,,,,44.36607,-121.1374
Woodland Discovery Trail,loop,0.4,,45.0,Easy,,,,,44.65581,-123.23038
Woodland Meadow Park Loop,loop,0.5,,59.0,Easy,,,,,44.58277,-123.29442
Woodpecker Loop Trail,loop,1.1,,134.0,Easy,,,,,44.41274,-123.33217
Woodpecker Ridge Trail,out-and-back,2.9,,682.0,Moderate,,,,,44.67945,-121.88463
Woods Edge Trail,out-and-back,2.4,,16.0,Easy,,,,,44.55098,-123.25206
Woods Memorial Natural Area,loop,2.3,,354.0,Easy,,,,,45.45766,-122.72623
"Writsman Knob Peak Loop via Forest Peak Road, Glide Path, and Writsman Knob [PRIVATE PROPERTY]",loop,4.3,,1069.0,Moderate,,,,,44.65059,-123.31427
Wyeth Trail [CLOSED],out-and-back,11.6,,4504.0,Hard,,,,,45.68918,-121.77101
Wyeth Trail to Rainy Lake [CLOSED],out-and-back,14.9,,4826.0,Hard,,,,,45.68957,-121.77078
Wyeth to Gorge Trail,out-and-back,4.0,,636.0,Easy,,,,,45.68779,-121.77174
Wygant Trail,out-and-back,8.1,,2296.0,Moderate,,,,,45.70293,-121.61879
Ya'Xaik Trail,loop,0.8,,167.0,Easy,,,,,44.32307,-124.09972
Yachats 804 Trail,out-and-back,1.3,,26.0,Easy,,,,,44.32209,-124.10582
Yakso Falls Trail,out-and-back,1.4,,269.0,Easy,,,,,43.21756,-122.72465
Yaquina Bay State Park and Lighthouse,loop,0.4,,78.0,Easy,,,,,44.62425,-124.06287
Yaquina Head Lighthouse and Cobble Beach Loop Trail,loop,0.5,,75.0,Easy,,,,,44.67647,-124.07761
Yellow Trail from Kah-Nee-Ta Resort [CLOSED],loop,2.5,,639.0,Moderate,,,,,44.85962,-121.17989
Yellowbottom Campground Walk,out-and-back,1.2,,246.0,Easy,,,,,44.58934,-122.37309
Yellowjacket Loop,loop,5.6,,1033.0,Moderate,,,,,43.18793,-122.7045
Yellowjacket Trail Loop,loop,2.9,,495.0,Moderate,,,,,45.28739,-121.72845
Yocum Ridge Trail,out-and-back,17.9,,4478.0,Moderate,,,,,45.38678,-121.83207
Yoran Lake Trail,out-and-back,9.1,,1253.0,Moderate,,,,,43.5797,-122.04211
